slug,title,collection,url_path,total_score,score_A_answer,score_B_schema,score_C_extract,score_D_entity,score_E_fresh,has_tldr,has_faq,has_schema_type,schema_types_found,has_table,avg_paragraph_length,question_headings_count,last_updated,word_count,top_fix_1,top_fix_2,top_fix_3
bali-visitor-trends-2026,【2026 峇里島旅遊數據】觀光版圖大洗牌：馬來西亞首度登頂、中國客回流，澳洲遊客跌至第？,blog,/blog/bali-visitor-trends-2026/,62.6,14.6,20,7,13,8,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,73,1,2026-05-06,1180,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「【2026 峇里島旅遊數據】觀光版圖大洗牌：馬來西」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
RC-Villas-Spa-Seminyak,【水明漾住宿推薦】RC Villas & Spa Seminyak 開箱：鬧中取靜的私人泳池別墅，出門即是美食街與潮流選物店,blog,/blog/RC-Villas-Spa-Seminyak/,57,14.7,7,13.3,15,7,callout-only,no,partial,Article|BreadcrumbList,no,75,0,2026-05-06,1869,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,開頭150字內補直接回答段：針對「【水明漾住宿推薦】RC Villas & Spa 」先給結論（推薦名單/價格區間/具體做法），再展開細節
seminyak-eat-street-guide,50+ 水明漾 Eat Street 美食攻略｜Jalan Kayu Aya 完整餐廳地圖,blog,/blog/seminyak-eat-street-guide/,69.5,13.7,13,19.8,15,8,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,yes,38,0,2026-05-06,3557,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「50+ 水明漾 Eat Street 美食攻略｜J」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
07-05-2026-bali-news,2026-05-07 峇里島新聞,blog,/blog/07-05-2026-bali-news/,47.5,8.5,11,10,13,5,no,no,yes,Article|BreadcrumbList,no,63,0,2026-05-07,666,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-05-07 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
08-05-2026-bali-news,2026-05-08 峇里島新聞,blog,/blog/08-05-2026-bali-news/,49.7,9.7,11,10,13,6,no,no,yes,Article|BreadcrumbList,no,9,0,2026-05-08,486,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-05-08 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
09-05-2026-bali-news,2026-05-09 峇里島新聞,blog,/blog/09-05-2026-bali-news/,48.7,9.7,11,12,10,6,no,no,yes,Article|BreadcrumbList,no,9,0,2026-05-09,361,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-05-09 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-waste-crisis-2026,【2026 峇里島旅遊警訊】垃圾危機升級：大型填埋場關閉後，街道現況、對旅客影響及環保旅遊建議,blog,/blog/bali-waste-crisis-2026/,60,11,20,7,13,9,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,57,0,2026-05-10,1438,開頭150字內補直接回答段：針對「【2026 峇里島旅遊警訊】垃圾危機升級：大型填埋」先給結論（推薦名單/價格區間/具體做法），再展開細節,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
11-may-2026-bali-news,2026-05-11 峇里島新聞,blog,/blog/11-may-2026-bali-news/,44.3,6.3,11,8,13,6,no,no,yes,Article|BreadcrumbList,no,0,0,2026-05-11,787,開頭150字內補直接回答段：針對「2026-05-11 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
12-may-2026-bali-news,2026-05-12 峇里島新聞,blog,/blog/12-may-2026-bali-news/,49.7,9.7,11,10,13,6,no,no,yes,Article|BreadcrumbList,no,71,0,2026-05-12,687,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026-05-12 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-official-visa-guide,【2026 峇里島入境指南】簽證新規避雷：免錢的最貴！避免高額罰款與遣返風險,blog,/blog/bali-official-visa-guide/,61.2,20.2,14,10,11,6,callout-only,no,yes,Article|BreadcrumbList|HowTo,no,71,3,2026-05-12,744,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
Locca-Sea-House,峇里島金巴蘭海景秘境 🌅 Locca Sea House：一邊看日落、一邊微醺放空的夢幻午後,blog,/blog/Locca-Sea-House/,66.7,21.7,13,12,13,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,28,0,2026-05-12,1114,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
13-may-2026-Bali-News,2026-05-13 峇里島新聞,blog,/blog/13-may-2026-Bali-News/,55.5,14.5,11,12,13,5,no,no,yes,Article|BreadcrumbList,no,82,0,2026-05-13,525,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,補第一人稱實地經驗訊號：具體造訪日期、實測細節（排隊/花費/照片描述）
2026-kuta-upgrade,【2026 峇里島交通大動脈】告別混亂！庫塔區（Kuta）環境大升級：拓寬人行道、全面取消路邊停車，打造步行者天堂,blog,/blog/2026-kuta-upgrade/,48.8,12.8,14,7,10,5,callout-only,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction,no,53,1,2026-05-13,665,開頭150字內補直接回答段：針對「【2026 峇里島交通大動脈】告別混亂！庫塔區（K」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
14-may-2026-bali-news,2026-05-14 峇里島新聞,blog,/blog/14-may-2026-bali-news/,41.7,5.7,11,6,13,6,no,no,yes,Article|BreadcrumbList,no,0,0,2026-05-14,666,開頭150字內補直接回答段：針對「2026-05-14 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
15-may-2026-bali-news,2026-05-15 峇里島新聞,blog,/blog/15-may-2026-bali-news/,41.3,6.3,11,6,13,5,no,no,yes,Article|BreadcrumbList,no,0,0,2026-05-15,799,開頭150字內補直接回答段：針對「2026-05-15 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
16-May-2026-Bali-News,2026-05-16 峇里島新聞,blog,/blog/16-May-2026-Bali-News/,44.3,6.3,11,8,13,6,no,no,yes,Article|BreadcrumbList,no,0,0,2026-05-16,788,開頭150字內補直接回答段：針對「2026-05-16 峇里島新聞」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
Jas-Green-Villas-and-Spa,【水明漾villa推薦】Jas Green Villas and Spa - CP值讓人驚喜,blog,/blog/Jas-Green-Villas-and-Spa/,58,15,7,14,15,7,callout-only,no,partial,Article|BreadcrumbList,no,59,0,2026-05-16,1442,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）
seminyak-eat-street-hotels-villas,【2026 水明漾住宿推薦】美食控必收！精選 8 間 Eat Street 走路就到、高 CP 值別墅與質感飯店清單,blog,/blog/seminyak-eat-street-hotels-villas/,66,19,8,15,15,9,callout-only,no,partial,Article|BreadcrumbList,yes,51,0,2026-05-16,3774,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-travel-insurance-guide,【峇里島旅遊保險】台港馬新旅客必看！投保指南、海外醫療與不便險理賠避雷重點整理,blog,/blog/bali-travel-insurance-guide/,65,16,20,12,11,6,yes,yes,yes,Article|BreadcrumbList|FAQPage,no,14,0,2026-05-17,1600,開頭150字內補直接回答段：針對「【峇里島旅遊保險】台港馬新旅客必看！投保指南、海外」先給結論（推薦名單/價格區間/具體做法），再展開細節,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
bali-ultimate-guide-2026,2026峇里島自由行終極指南｜第一次去峇里島必看懶人包,blog,/blog/bali-ultimate-guide-2026/,81,17,24,18,13,9,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,yes,20,15,2026-05-17,5270,開頭150字內補直接回答段：針對「2026峇里島自由行終極指南｜第一次去峇里島必看懶」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,
18-May-2026-Bali-News,2026-05-18-Bali-News,blog,/blog/18-May-2026-Bali-News/,43.3,6.3,11,6,13,7,no,no,yes,Article|BreadcrumbList,no,0,0,2026-05-18,897,開頭150字內補直接回答段：針對「2026-05-18-Bali-News」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
19-May-2026-Bali-News,2026-05-19 峇里島新聞,blog,/blog/19-May-2026-Bali-News/,43.1,10.3,11,2.8,13,6,no,no,yes,Article|BreadcrumbList,no,138,0,2026-05-19,991,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bounty-cruise-nusa-penida,【2026 峇里島大堡礁郵輪】Bounty Cruise 佩尼達島一日遊評價：海上滑水道、無限次浮潛，比佩尼達島更震撼的漂浮遊艇樂園,blog,/blog/bounty-cruise-nusa-penida/,65.5,19.5,13,12,13,8,yes,no,yes,Article|BreadcrumbList|LocalBusiness,no,28,6,2026-05-18,2130,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【2026 峇里島大堡礁郵輪】Bounty Cru」先給結論（推薦名單/價格區間/具體做法），再展開細節,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-sim-card-esim-guide,峇里島 SIM 卡 / eSIM 完整指南（2026 最新）｜機場買法、品牌比較、訊號實測,blog,/blog/bali-sim-card-esim-guide/,84.2,15.2,25,20,15,9,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,yes,32,1,2026-05-18,4395,開頭150字內補直接回答段：針對「峇里島 SIM 卡 / eSIM 完整指南（202」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,
bali-supermarket-guide-map,【2026 峇里島超市總攻略】30+ 間大型超市地圖指南：Grand Lucky、Pepito、Bintang 全解析與在地人必買清單,blog,/blog/bali-supermarket-guide-map/,64.1,17.1,15,12,13,7,callout-only,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction,no,47,2,2026-05-19,1512,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-airport-autogate-arrival-guide-2026,【2026 峇里島機場新制】入境流程大改造：全新動線重組、自動通關（Autogate）免排隊避雷全攻略,blog,/blog/bali-airport-autogate-arrival-guide-2026/,59.5,13.5,9,14,13,10,callout-only,no,partial,Article|BreadcrumbList,no,53,0,2026-05-19,1315,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【2026 峇里島機場新制】入境流程大改造：全新動」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
20-May-2026-Bali-news,2026-05-20 峇里島新聞,blog,/blog/20-May-2026-Bali-news/,47.3,10.3,11,7,13,6,no,no,yes,Article|BreadcrumbList,no,18,0,2026-05-20,936,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-trash-crisis-where-to-stay,【2026 峇里島旅遊警訊】垃圾危機爆發？會毀了你的假期嗎？街頭現況直擊與遊客出發前必看避雷須知,blog,/blog/bali-trash-crisis-where-to-stay/,58,17,14,7,13,7,callout-only,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction,no,61,0,2026-05-20,1410,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「【2026 峇里島旅遊警訊】垃圾危機爆發？會毀了你」先給結論（推薦名單/價格區間/具體做法），再展開細節
